name,team,kills,deaths,attacker_x,attacker_y,attacker_z,attacker_flash,attacker_alive,attacker_scoped,attacker_speed,attacker_isbot,attacker_pitch,attacker_yaw,attacker_ducked,victim_name,victim_team,victim_kills,victim_deaths,victim_x,victim_y,victim_z,victim_flash,victim_alive,victim_scoped,victim_speed,victim_isbot,victim_pitch,victim_yaw,victim_ducked,isWallbang,isHeadshot,isNoScope,isHacker
n00bie,2,45,0,666.252685546875,342.0946350097656,0.6799350380897522,0,true,false,0,false,0.714111328125,224.18701171875,0,Ulysses,0,1,10,487.5,175,-0.6084327697753906,0,false,false,0,true,0,0,0,0,1,0,0
n00bie,2,47,0,649.39697265625,297.338623046875,0.3492546081542969,0,true,false,0,false,355.8636474609375,102.645263671875,1,Lester,0,0,8,587.5,537.5,1.8521852493286133,0,false,false,0,true,0,0,0,0,1,0,0
n00bie,2,47,0,-1062.4915771484375,-766.9280395507812,119.42176818847656,0,true,false,0,false,0.4229736328125,353.5894775390625,1,Wally,0,1,6,-822.364990234375,-795.6420288085938,214.70899963378906,0,false,false,0,true,0,0,0,0,1,0,0
n00bie,2,49,0,-1670.5362548828125,892.8690185546875,29.692462921142578,0,true,false,0,false,356.407470703125,273.1695556640625,1,Waldo,0,3,9,-822.364990234375,-795.6420288085938,214.70899963378906,0,false,false,0,true,0,0,0,0,1,0,0
n00bie,2,49,0,-1860.2003173828125,2029.7303466796875,-4.403076171875,0,true,false,0,false,357.989501953125,46.812744140625,1,Opie,0,0,5,-822.364990234375,-795.6420288085938,214.70899963378906,0,false,false,0,true,0,0,0,0,1,0,0
n00bie,2,50,0,-1860.2003173828125,2029.7303466796875,-4.403076171875,0,true,false,0,false,355.924072265625,104.3206787109375,1,Niles,0,0,4,-822.364990234375,-795.6420288085938,214.70899963378906,0,false,false,0,true,0,0,0,0,1,0,0
n00bie,2,51,0,-1045.8070068359375,2305.1123046875,-20.842578887939453,0,true,false,0,false,353.49609375,248.2196044921875,0,Lester,0,0,8,-822.364990234375,-795.6420288085938,214.70899963378906,0,false,false,0,true,0,0,0,0,1,0,0
n00bie,2,52,0,-361.614501953125,2130.17333984375,-128.31182861328125,0,true,false,16.49592643336091,false,354.1937255859375,6.7181396484375,1,Niles,0,0,5,-822.364990234375,-795.6420288085938,214.70899963378906,0,false,false,0,true,0,0,0,0,1,0,0
n00bie,2,54,0,78.67383575439453,2341.0341796875,-27.96875,0,true,false,0,false,22.884521484375,32.2943115234375,1,Wally,0,1,8,-822.364990234375,-795.6420288085938,214.70899963378906,0,false,false,0,true,0,0,0,0,1,0,0
n00bie,2,54,0,1407.2559814453125,2632.519287109375,82.4574966430664,0,true,false,0,false,7.196044921875,266.0284423828125,0,Ulysses,0,1,11,1350,1912.5,-6.462255954742432,0,false,false,0,true,0,0,0,0,1,0,0
n00bie,2,55,0,389.7825927734375,1365.5042724609375,0.260406494140625,0,true,false,0,false,351.1285400390625,91.7962646484375,0,Yuri,0,1,7,-822.364990234375,-795.6420288085938,214.70899963378906,0,false,false,0,true,0,0,0,0,1,0,0
n00bie,2,56,0,-348.5183410644531,1435.821044921875,-27.96875,0,true,false,0,false,15.9686279296875,181.812744140625,0,Oliver,0,1,8,-822.364990234375,-795.6420288085938,214.70899963378906,0,false,false,0,true,0,0,0,0,1,0,0
n00bie,2,57,0,-1673.698486328125,1199.1378173828125,31.259300231933594,0,true,false,0,false,0.362548828125,221.9622802734375,0,Oliver,0,1,9,-1762.5,1125,32.025978088378906,0,false,false,0,true,0,0,0,0,1,0,0
n00bie,2,58,0,-1624.0020751953125,726.4863891601562,32.21207046508789,0,true,false,0,false,2.98828125,225.63720703125,0,Opie,0,0,6,-1962.5,387.5,9.03125,0,false,false,0,true,0,0,0,0,1,0,0
n00bie,2,59,0,-1666.318359375,2306.4501953125,-0.6658191680908203,0,true,false,0,false,354.847412109375,280.3765869140625,1,Lester,0,0,9,-822.364990234375,-795.6420288085938,214.70899963378906,0,false,false,0,true,0,0,0,0,1,0,0
n00bie,2,60,0,-1660.9886474609375,2399.385009765625,4.627330780029297,0,true,false,111.56784461736163,false,356.8798828125,138.856201171875,0,Ulysses,0,1,12,-2000,2687.5,30.48611831665039,0,false,false,0,true,0,0,0,0,1,0,0
n00bie,2,61,0,-1118.5211181640625,2096.77099609375,66.03125,0,true,false,0,false,26.4111328125,71.7242431640625,0,Opie,0,0,7,-1962.5,387.5,9.03125,0,false,false,0,true,0,0,0,0,1,0,0
n00bie,2,62,0,-628.9825439453125,2299.545654296875,-117.1374282836914,0,true,false,34.503866660560725,false,358.6541748046875,284.710693359375,0,Yuri,0,1,8,-822.364990234375,-795.6420288085938,214.70899963378906,0,false,false,0,true,0,0,0,0,0,0,0
n00bie,2,64,0,1224.7554931640625,2674.1845703125,97.88861846923828,0,true,false,0,false,358.9398193359375,177.088623046875,1,Oliver,0,1,11,462.5,2712.5,96.2618408203125,0,false,false,0,true,0,0,0,0,1,0,0
n00bie,2,64,0,1224.7554931640625,2674.1845703125,97.88861846923828,0,true,false,0,false,4.94384765625,301.3714599609375,0,Lester,0,0,10,-822.364990234375,-795.6420288085938,214.70899963378906,0,false,false,0,true,0,0,0,0,1,0,0
n00bie,2,65,0,1253.617431640625,2658.91455078125,127.03125,0,true,false,0,false,3.7738037109375,282.0025634765625,1,Ulysses,0,1,13,1625,875,-9.765318870544434,0,false,false,0,true,0,0,0,0,0,0,0
n00bie,2,66,0,-570.6492309570312,1452.4407958984375,-112.72288513183594,0,true,false,57.75897585053693,false,350.1177978515625,197.5396728515625,1,Yuri,0,1,9,-822.364990234375,-795.6420288085938,214.70899963378906,0,false,false,0,true,0,0,0,0,1,0,0
n00bie,2,67,0,-1316.6883544921875,1081.78955078125,36.10768127441406,0,true,false,11.435233818598693,false,359.05517578125,175.9625244140625,1,Oliver,0,1,11,-822.364990234375,-795.6420288085938,214.70899963378906,0,false,false,0,true,0,0,0,0,1,0,0
n00bie,2,68,0,-1647.9490966796875,1188.509033203125,31.093461990356445,0,true,false,13.19999496555058,false,358.3245849609375,269.307861328125,1,Ulysses,0,1,14,-1662.5,612.5,31.420150756835938,0,false,false,0,true,0,0,0,0,1,0,0
n00bie,2,69,0,-306.30609130859375,1449.703369140625,-27.96875,0,true,false,0,false,5.438232421875,184.81201171875,1,Oliver,0,1,12,-822.364990234375,-795.6420288085938,214.70899963378906,0,false,false,0,true,0,0,0,0,1,0,0
n00bie,2,70,0,-306.30609130859375,1449.703369140625,-27.96875,0,true,false,0,false,10.228271484375,117.8668212890625,1,Ulysses,0,1,15,-1662.5,612.5,31.420150756835938,0,false,false,0,true,0,0,0,0,1,0,0
n00bie,2,71,0,-306.30609130859375,1449.703369140625,-27.96875,0,true,false,0,false,357.6544189453125,1.219482421875,0,Opie,0,0,8,-822.364990234375,-795.6420288085938,214.70899963378906,0,false,false,0,true,0,0,0,0,1,0,0
n00bie,2,72,0,-376.00286865234375,868.8382568359375,-24.065706253051758,0,true,false,0,false,355.924072265625,267.7752685546875,0,Wally,0,1,8,-822.364990234375,-795.6420288085938,214.70899963378906,0,false,false,0,true,0,0,0,0,1,0,0
